COUNTRY,Country,WEEK,Week number,GENDER,Gender,AGE,Age,VARIABLE,Variable,YEAR,Year,Value,Flag Codes,Flags
NOR,Norway,20,20,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.5,,
MEX,Mexico,37,37,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,3208,,
MEX,Mexico,37,37,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,3950,,
MEX,Mexico,37,37,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,83,,
JPN,Japan,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
JPN,Japan,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,684,,
JPN,Japan,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,528,,
USA,United States,35,35,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,5755,,
USA,United States,35,35,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,15536,,
USA,United States,35,35,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,2874,,
LUX,Luxembourg,18,18,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,2.9,,
LUX,Luxembourg,18,18,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,5.1,,
LUX,Luxembourg,18,18,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,14.9,,
AUT,Austria,52,52,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,29,,
AUT,Austria,52,52,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,6.9,,
NZL,New Zealand,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
NZL,New Zealand,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.5,,
LVA,Latvia,37,37,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
LVA,Latvia,37,37,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,6.4,,
LVA,Latvia,37,37,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,4.4,,
BEL,Belgium,35,35,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,1.3,,
BEL,Belgium,35,35,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,2,,
BEL,Belgium,35,35,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.1,,
ITA,Italy,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,25.5,,
ITA,Italy,50,50,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,5.9,,
GBR,United Kingdom,29,29,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,303,,
GBR,United Kingdom,29,29,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,392,,
GBR,United Kingdom,29,29,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,864,,
AUS,Australia,22,22,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
AUS,Australia,22,22,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,0,,
AUS,Australia,22,22,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,288,,
CHE,Switzerland,30,30,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.3,,
CHE,Switzerland,30,30,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1,,
CHE,Switzerland,30,30,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.4,,
CHL,Chile,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,14,,
CHL,Chile,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,24.4,,
CHL,Chile,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,4.4,,
USA,United States,12,12,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,588,,
USA,United States,12,12,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,4464,,
USA,United States,12,12,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,2505,,
SVK,Slovak Republic,11,11,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
SVK,Slovak Republic,11,11,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,27.9,,
SVK,Slovak Republic,11,11,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,6.5,,
LTU,Lithuania,47,47,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,18.9,,
LTU,Lithuania,47,47,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,28,,
DEU,Germany,45,45,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,10,,
DEU,Germany,45,45,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,10.8,,
DEU,Germany,45,45,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.3,,
ESP,Spain,4,4,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,3804,,
ESP,Spain,4,4,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,1717,,
GRC,Greece,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,525,,
GRC,Greece,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,530,,
AUT,Austria,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,298,,
AUT,Austria,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,141,,
HUN,Hungary,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,5,,
HUN,Hungary,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,7,,
HUN,Hungary,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,85,,
GBR,United Kingdom,13,13,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,317,,
GBR,United Kingdom,13,13,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,179,,
GRC,Greece,12,12,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.5,,
GRC,Greece,12,12,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,15.8,,
GRC,Greece,12,12,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,12,,
ITA,Italy,53,53,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,20.1,,
DEU,Germany,1,1,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
DEU,Germany,1,1,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,5744,,
DEU,Germany,1,1,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,861,,
DNK,Denmark,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,4,,
DNK,Denmark,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,6,,
DNK,Denmark,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,63,,
CZE,Czech Republic,24,24,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,5,,
CZE,Czech Republic,24,24,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,14,,
CZE,Czech Republic,24,24,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,5,,
CZE,Czech Republic,47,47,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,976,,
CZE,Czech Republic,47,47,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,772,,
CZE,Czech Republic,47,47,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,44,,
ISL,Iceland,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1,,
ISL,Iceland,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,0,,
ISL,Iceland,17,17,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,0,,
BEL,Belgium,41,41,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,6.8,,
BEL,Belgium,41,41,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,4.1,,
BEL,Belgium,41,41,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,3,,
ISR,Israel,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,87,,
ISR,Israel,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,193,,
ISR,Israel,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,41,,
TUR,Türkiye,46,46,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,615,,
TUR,Türkiye,46,46,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1519,,
TUR,Türkiye,46,46,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,0,,
ITA,Italy,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.9,,
ITA,Italy,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.7,,
ITA,Italy,27,27,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,5.8,,
EST,Estonia,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,2.9,,
EST,Estonia,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,15.4,,
EST,Estonia,15,15,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,7.2,,
POL,Poland,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,139,,
POL,Poland,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,123,,
POL,Poland,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,142,,
GBR,United Kingdom,52,52,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,3197,,
GBR,United Kingdom,52,52,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,640,,
GRC,Greece,45,45,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,182,,
GRC,Greece,45,45,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,470,,
GRC,Greece,45,45,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,123,,
MEX,Mexico,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,4065,,
MEX,Mexico,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,5539,,
MEX,Mexico,34,34,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,226,,
COL,Colombia,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1285,,
COL,Colombia,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,342,,
COL,Colombia,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,16,,
CAN,Canada,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,6.5,,
CAN,Canada,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,2.5,,
CAN,Canada,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,9.4,,
NOR,Norway,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
NOR,Norway,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.3,,
NOR,Norway,23,23,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.8,,
ESP,Spain,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,50,,
ESP,Spain,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,553,,
ESP,Spain,30,30,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,687,,
LUX,Luxembourg,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,16,,
LUX,Luxembourg,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,6,,
FRA,France,12,12,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,670,,
FRA,France,12,12,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1929,,
FRA,France,12,12,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,766,,
ISR,Israel,1,1,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
ISR,Israel,1,1,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,20.1,,
ISR,Israel,1,1,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.2,,
SVK,Slovak Republic,47,47,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,247,,
SVK,Slovak Republic,47,47,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,570,,
SVK,Slovak Republic,47,47,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,8,,
EST,Estonia,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,24,,
EST,Estonia,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,27,,
EST,Estonia,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,9,,
LVA,Latvia,40,40,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.6,,
LVA,Latvia,40,40,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,11.9,,
LVA,Latvia,40,40,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,5.5,,
CAN,Canada,3,3,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
CAN,Canada,3,3,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1091,,
CAN,Canada,3,3,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,1015,,
SVK,Slovak Republic,50,50,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,334,,
SVK,Slovak Republic,50,50,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,485,,
GRC,Greece,41,41,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,1.9,,
GRC,Greece,41,41,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,10.1,,
GRC,Greece,41,41,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,5.1,,
POL,Poland,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.7,,
POL,Poland,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,0.4,,
POL,Poland,29,29,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.6,,
SVN,Slovenia,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
SVN,Slovenia,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,6,,
SVN,Slovenia,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,4,,
CHE,Switzerland,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.2,,
CHE,Switzerland,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.9,,
CHE,Switzerland,33,33,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,1.3,,
FIN,Finland,45,45,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,4,,
FIN,Finland,45,45,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,40,,
FIN,Finland,45,45,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,186,,
DNK,Denmark,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,11,,
DNK,Denmark,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,4,,
DNK,Denmark,39,39,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,55,,
BEL,Belgium,20,20,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,312,,
BEL,Belgium,20,20,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,129,,
BEL,Belgium,20,20,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,51,,
SVK,Slovak Republic,14,14,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.2,,
SVK,Slovak Republic,14,14,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,20.1,,
SVK,Slovak Republic,14,14,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,4.3,,
NOR,Norway,46,46,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,4.5,,
NOR,Norway,46,46,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,5.2,,
EST,Estonia,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.4,,
EST,Estonia,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,4.1,,
EST,Estonia,21,21,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.8,,
HUN,Hungary,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.7,,
HUN,Hungary,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.1,,
HUN,Hungary,24,24,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.8,,
FIN,Finland,22,22,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,8,,
FIN,Finland,22,22,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,5,,
FIN,Finland,22,22,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,61,,
GBR,United Kingdom,22,22,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,17.7,,
GBR,United Kingdom,22,22,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,1.2,,
GBR,United Kingdom,22,22,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,2.7,,
SWE,Sweden,26,26,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,138,,
SWE,Sweden,26,26,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,8,,
SWE,Sweden,26,26,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,43,,
GRC,Greece,18,18,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0.4,,
GRC,Greece,18,18,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,17.4,,
GRC,Greece,18,18,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,8.1,,
FRA,France,18,18,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,1408,,
FRA,France,18,18,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,1584,,
FRA,France,18,18,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,772,,
ISR,Israel,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,0,,
ISR,Israel,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,18.8,,
ISR,Israel,7,7,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,20.4,,
ISR,Israel,30,30,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,8.3,,
ISR,Israel,30,30,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,2.9,,
ISR,Israel,30,30,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,8.4,,
AUT,Austria,37,37,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,15,,
AUT,Austria,37,37,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,85,,
AUT,Austria,37,37,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,28,,
NOR,Norway,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,11,,
NOR,Norway,5,5,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,40,,
GBR,United Kingdom,12,12,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2020,104,,
GBR,United Kingdom,12,12,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2021,2021,618,,
GBR,United Kingdom,12,12,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2022,2022,911,,
CHE,Switzerland,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,0,,
CHE,Switzerland,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,64,,
CHE,Switzerland,9,9,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,58,,
SWE,Sweden,3,3,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,513,,
SWE,Sweden,3,3,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,243,,
LUX,Luxembourg,47,47,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,16.7,,
LUX,Luxembourg,47,47,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,13,,
LVA,Latvia,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,2,,
LVA,Latvia,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,24,,
LVA,Latvia,25,25,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,13,,
NLD,Netherlands,16,16,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,20.6,,
NLD,Netherlands,16,16,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,4.4,,
NLD,Netherlands,16,16,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2022,2022,0.9,,
JPN,Japan,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2020,16,,
JPN,Japan,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2021,2021,252,,
JPN,Japan,11,11,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2022,1016,,
PRT,Portugal,34,34,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2020,2020,1.1,,
PRT,Portugal,34,34,TOTAL,Total,TOTAL,Total,COVIDPC,COVID-19 deaths (% of All-cause deaths),2021,2021,4,,
